split_role,collection,domain,released_split,sample_id,case_id,case_id_source,image_path,mask_path,mask_encoding
released_train,animal_train,animal,train,ani_00121,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00121.png,datasets/segmentation/animal_train/masks/ani_00121.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00122,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00122.png,datasets/segmentation/animal_train/masks/ani_00122.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00123,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00123.png,datasets/segmentation/animal_train/masks/ani_00123.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00124,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00124.png,datasets/segmentation/animal_train/masks/ani_00124.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00125,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00125.png,datasets/segmentation/animal_train/masks/ani_00125.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00126,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00126.png,datasets/segmentation/animal_train/masks/ani_00126.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00127,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00127.png,datasets/segmentation/animal_train/masks/ani_00127.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00128,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00128.png,datasets/segmentation/animal_train/masks/ani_00128.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00129,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00129.png,datasets/segmentation/animal_train/masks/ani_00129.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00130,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00130.png,datasets/segmentation/animal_train/masks/ani_00130.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00131,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00131.png,datasets/segmentation/animal_train/masks/ani_00131.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00132,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00132.png,datasets/segmentation/animal_train/masks/ani_00132.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00134,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00134.png,datasets/segmentation/animal_train/masks/ani_00134.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00135,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00135.png,datasets/segmentation/animal_train/masks/ani_00135.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00136,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00136.png,datasets/segmentation/animal_train/masks/ani_00136.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00137,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00137.png,datasets/segmentation/animal_train/masks/ani_00137.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00139,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00139.png,datasets/segmentation/animal_train/masks/ani_00139.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00140,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00140.png,datasets/segmentation/animal_train/masks/ani_00140.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00141,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00141.png,datasets/segmentation/animal_train/masks/ani_00141.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00143,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00143.png,datasets/segmentation/animal_train/masks/ani_00143.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00144,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00144.png,datasets/segmentation/animal_train/masks/ani_00144.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00145,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00145.png,datasets/segmentation/animal_train/masks/ani_00145.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00147,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00147.png,datasets/segmentation/animal_train/masks/ani_00147.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00148,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00148.png,datasets/segmentation/animal_train/masks/ani_00148.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00149,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00149.png,datasets/segmentation/animal_train/masks/ani_00149.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00150,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00150.png,datasets/segmentation/animal_train/masks/ani_00150.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00152,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00152.png,datasets/segmentation/animal_train/masks/ani_00152.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00153,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00153.png,datasets/segmentation/animal_train/masks/ani_00153.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00154,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00154.png,datasets/segmentation/animal_train/masks/ani_00154.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00155,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00155.png,datasets/segmentation/animal_train/masks/ani_00155.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00157,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00157.png,datasets/segmentation/animal_train/masks/ani_00157.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00159,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00159.png,datasets/segmentation/animal_train/masks/ani_00159.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00160,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00160.png,datasets/segmentation/animal_train/masks/ani_00160.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00161,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00161.png,datasets/segmentation/animal_train/masks/ani_00161.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00162,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00162.png,datasets/segmentation/animal_train/masks/ani_00162.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00163,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00163.png,datasets/segmentation/animal_train/masks/ani_00163.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00164,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00164.png,datasets/segmentation/animal_train/masks/ani_00164.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00165,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00165.png,datasets/segmentation/animal_train/masks/ani_00165.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00166,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00166.png,datasets/segmentation/animal_train/masks/ani_00166.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00167,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00167.png,datasets/segmentation/animal_train/masks/ani_00167.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00168,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00168.png,datasets/segmentation/animal_train/masks/ani_00168.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00169,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00169.png,datasets/segmentation/animal_train/masks/ani_00169.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00170,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00170.png,datasets/segmentation/animal_train/masks/ani_00170.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00171,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00171.png,datasets/segmentation/animal_train/masks/ani_00171.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00172,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00172.png,datasets/segmentation/animal_train/masks/ani_00172.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00174,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00174.png,datasets/segmentation/animal_train/masks/ani_00174.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00175,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00175.png,datasets/segmentation/animal_train/masks/ani_00175.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00178,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00178.png,datasets/segmentation/animal_train/masks/ani_00178.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00179,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00179.png,datasets/segmentation/animal_train/masks/ani_00179.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00180,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00180.png,datasets/segmentation/animal_train/masks/ani_00180.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00181,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00181.png,datasets/segmentation/animal_train/masks/ani_00181.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00182,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00182.png,datasets/segmentation/animal_train/masks/ani_00182.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00183,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00183.png,datasets/segmentation/animal_train/masks/ani_00183.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00185,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00185.png,datasets/segmentation/animal_train/masks/ani_00185.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00186,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00186.png,datasets/segmentation/animal_train/masks/ani_00186.npy,npy_multiclass
released_train,animal_train,animal,train,ani_00187,,unavailable_from_filename,datasets/segmentation/animal_train/images/ani_00187.png,datasets/segmentation/animal_train/masks/ani_00187.npy,npy_multiclass
